V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,location,population,habitat,sex,cluster_inv1,cluster_inv3,batch,weight
PP1353,0.0506679444105883,-0.0373984849052924,0.0416308911541261,-0.0386135175823619,-0.00496681244321756,0.000750636390092227,-0.00779371743356201,-6.04774596443671e-05,0.0151644887106336,0.00425347502361583,-0.00124254804292214,-0.000560350508904251,0.00125378109872857,0.00552134558092135,0.00212448678145267,-0.0020124816768469,0.00369086618478412,0.00380063106160939,-0.00193055614947116,0.000151266770192841,9.40915959340387e-05,-0.00092062630785293,0.000676181311782131,0.000878798533135718,-0.0008774336753651,-0.0033890668526822,0.000526977668773656,-0.000814128565404244,-0.0017005945923348,0.00261006965454187,-0.00101967529133554,0.000117245753036388,edarhu,huelva,urbano,female,2,2,NA,1
PP1357,0.0996392107618806,-0.0802731304981315,0.144140718442151,-0.131118118008739,-0.0147767137019898,-0.00989454162686448,-0.0132053061721671,-0.00618982311015939,0.0250496648804203,0.00569124333769421,-0.0123511928135107,0.00231098008016482,0.00565475958857356,0.0055630712347332,0.0188801549963061,-0.0291281342082816,0.000603930302122586,0.014361397779928,-0.00171652052453022,-0.0117495105865711,0.00938690873640492,-0.00521590531423593,0.00806041091828672,-0.0177663153887543,0.0120385012556975,-0.0171327306762633,0.0193109204657896,0.00808232037979763,-0.0203191897255843,-0.0153584945950768,0.03126262241976,0.0098489376384695,edarhu,huelva,urbano,female,NA,,4,
PP1398,0.0173938338231405,-0.0401553863746672,0.0459169413040716,-0.0109655625912387,0.0292470613643075,0.0066195465025642,0.00591613629758764,-0.00890010704472202,0.00305358232203608,-0.00149170577234947,-0.00384624476150854,0.00190919920861484,0.00302171013249451,-0.0155695297064605,0.012996303146819,-0.0315531747227413,0.00367874842103489,-0.00850406020735654,-0.00132291820941395,-0.0197004883201592,0.00855132937651778,0.0100799184234466,0.0124945038867481,-0.00120582458754233,0.0114730131320709,0.0178646701914843,-0.00651133333652987,0.0102453434728282,-0.00650638659537985,0.0029506612363027,0.0087707449630299,0.00489614446338735,alamos,huelva,urbano,female,2,2,NA,1
PP1399,0.0413949208205785,-0.0267000899406332,0.0390774149197352,-0.0261876931301442,0.00402973088310452,0.00262090514763104,0.000425532714936012,-0.00110341804408918,0.00863033055256433,0.00200054323882534,0.000795590647550726,-0.000679185603143548,0.00170506755870046,-0.000506008415468233,-0.00188109974113869,-0.00630742953392738,6.7888540739351e-05,-0.00168372611726782,-0.00118440213070122,-3.57636736450773e-05,0.00180642203045473,0.0026210081217771,0.00580112487165232,0.00257429306650673,-0.00103156475183495,0.000239557681758206,0.00427487997040361,-0.000722720334579219,-0.00134874355648076,-0.00250034529587858,0.00235366881106466,0.00034542692297941,alamos,huelva,urbano,female,2,2,NA,1
PP1400,0.0221513004330075,-0.0226506307350701,0.0549925639664897,-0.0344709996442378,0.017322716296755,-0.0212098775274076,-0.0034913697122485,-0.0097935389097612,0.0250999215995595,0.00358467850980541,0.0104686323214265,-0.00629328332371105,0.00493053014942339,-0.00626124961636995,-0.00124943308266671,-0.0196692665299413,0.00351233781445665,-0.00478936317113419,-0.00288614333081883,-0.00329956654243608,-0.011613430653593,-0.00532000161211513,0.00255773843819623,0.00174201879148068,0.000579682406906427,-3.47875965798043e-05,0.00804390153919593,-0.000160491050968159,-0.00638848533390992,0.00214831366578544,0.0157982665628789,-0.00485754208455341,alamos,huelva,urbano,female,2,2,NA,1
PP1401,-0.0246739414754805,-0.0159066879891942,-0.0111248424103355,-0.00392180924814556,-0.00403917826047172,0.0165666852689429,0.0155762929697859,0.00194680834611156,-0.0021050869827696,-0.00200956724448238,1.232132343051e-05,0.00018633358640759,-0.00218215769082274,-0.00300414136494297,0.000646343173027576,-0.00712697890394964,0.00111028798686877,-0.00589489795157236,-0.000170248577011198,-0.00325886021426449,-0.00119068133321723,0.0027988236175124,0.000174407469149173,-0.0028669573506425,-0.00248070653465711,0.000276074995787462,0.00108877655354081,-0.000641434244666396,-0.00171385523295515,0.000541751833315368,0.00433955951164971,-0.000535798633856737,alamos,huelva,urbano,female,1,1,NA,1
PP1406,-0.0366230620400319,-0.00735196247613743,0.022146264267908,0.0282596144811848,0.0313109063317348,0.0554102368895868,0.0582909767894868,0.000732448657061008,-0.0109671376409551,-0.00835160538399865,0.0248958358635147,0.00368339131653406,-0.00650427532658309,-0.0154414122007283,0.00311464615349355,-0.0343111463521052,0.0350017685757912,-0.00756835485733943,-0.0116998266825106,-0.0148566744371316,-0.0015266461177666,0.0338095960836775,0.0322431452170387,-0.00188103158018047,0.00274300608506656,0.0174737780650009,0.0206459903668133,0.0057244885915339,-0.00818375517704158,-0.00500981999059661,0.0231347651821909,0.0141497680196772,alamos,huelva,urbano,female,1,2,NA,1
PP1407,0.0175032878060905,-0.0200481066396379,0.0235016834666718,-0.00199264348224555,0.00628182909195567,0.00806908058215073,0.00170935378607295,0.00145687089980506,0.00540466847594122,0.00143244972851534,-0.000289210444988402,0.00150418044267821,-0.000866547442241854,0.000198621515932858,-0.0026162924929301,-0.00427848532315309,0.00188888823644267,-0.000900183645158646,0.00710140137940439,0.00653052227641599,-0.0066909846645096,-0.0029372869993848,0.00272294593357945,0.0013104244607791,-0.00452070803858756,-0.0019942944556486,-9.58414988568797e-05,-0.000187742805932627,-0.000737077186778689,-0.00104389554169276,-0.00181429888498095,-5.36370147531433e-05,alamos,huelva,urbano,female,2,2,NA,1
PP1408,-0.0215410829727539,-0.0179670606513978,-0.0101299128030272,-0.00382286729209329,-0.00456716953138359,0.0138161511168888,0.0129593426783654,-0.000785086225024891,0.00259020285974078,4.44043545347726e-05,-0.00100697358149197,-0.000379851392972023,-0.000576552325650958,-0.00356403022397441,-0.00169157359436542,-0.0082539361403966,0.0029169816551103,-0.00394364116613756,0.000594865472374591,-0.0021395649975005,-0.00102678167278667,0.00153139625441401,0.00200701725994722,-0.00344345550862774,0.00117591955841633,0.00198118710774096,0.00156824329286827,0.000988932594205502,-0.00459977665677566,-0.00195299688774682,0.00342941202875943,0.00378946767680184,alamos,huelva,urbano,female,1,1,NA,1
PP1410,-0.0396517673814899,-0.00828769154763234,0.031989069711891,0.065421762540355,0.0289461958196361,0.1305695276498,0.136529157832407,0.0273234767476838,0.0676542517477218,0.0473722399845889,0.041738817516141,0.0392177926076392,-0.00701573300075552,0.10892328218471,-0.113011839135956,-0.303264787060673,0.257720324998582,0.22046422231116,0.00366775481104,-0.0974937569328097,-0.314117478374827,0.0148277225211893,0.16994892584207,-0.165597434176063,-0.406337938482331,0.0592020842752668,-0.323720852842045,0.217494545233406,-0.0874568916887119,-0.0491868194660052,0.123713409731106,0.0170870824566204,alamos,huelva,urbano,female,NA,,4,
PP1411,0.118989433095015,-0.0778248890651064,0.160161814781596,-0.109561350444241,-0.0203278585375706,0.00735611857531096,-0.0220157816261863,0.00539132358918876,0.0212921366760415,0.0150744225494303,-0.0180401763074756,0.00881301517485002,0.00858896571865354,0.0120437358967297,-0.0028382684451165,-0.0222497912919006,0.0237836657368489,0.0171459784348637,0.00125490716663692,-0.00391474639127444,-0.0234665751364647,0.00694516332465691,0.0209671588289312,-0.0145307451616389,-0.0410581504729113,-0.00119761040333479,-0.0151970615826742,0.0044335323144849,0.00935585494250931,-0.00905581989701194,-0.00989673546024891,0.000298537231880798,alamos,huelva,urbano,female,NA,,4,
PP1447,-0.00541673771003362,-0.0298108750015616,0.0169672141027327,0.0568493547368839,0.0617852904677547,0.0371985759789484,-0.0272825463035857,-0.00440353528290618,0.0341380228899975,0.0106508004799807,0.0660141612231465,-0.00178161316003524,0.0755511126933046,-0.0430113061415753,-0.0263926580153357,-0.0277747436513538,-0.0573144590550955,0.0115676448403534,-0.0496214677710679,-0.0692597158305165,-0.0770229300899161,0.077982531904434,0.107359055292587,-0.00486975060356476,0.0355044369978607,0.00981714764252265,0.101941476845547,-0.0454209784357038,0.00662669218884228,0.00297724108558964,-0.114222153072838,-0.0193713824692752,hampa,sevilla,urbano,female,NA,,4,
PP1452,0.0730313449911831,0.035194678265659,0.00267518963920691,0.00875644399712927,-0.00274384507055283,0.00742481001848879,0.0113456420861006,-0.00488357435581732,-0.0039615584746412,-0.00572335826466259,0.00099529058297155,0.0036638287229164,-0.00176200328993561,-0.00857379352348665,-0.00347260409060861,-0.00293100997795525,0.000100795456347815,-0.00502157912597944,0.00129331871278124,0.00137681045510622,-0.00815382877024217,0.0037329815854645,-0.00504591098994714,-0.00618438666224358,0.00512834288208584,-0.00243808622138547,-0.00442177770510935,0.0031619892903739,0.00380294838346297,-0.00519685076796743,-0.00267290138484172,0.00383345306184047,canada,sevilla,,male,3,2,NA,10
PP1453,-0.13666835981185,0.240931731411912,0.0639955120566,-0.0968398245883827,-0.00784132881709785,0.0271724501957595,-0.0697210505294842,0.109831336291088,-0.0215327328129714,0.0773413573593713,-0.0379844483149087,0.261283854237752,-0.0334893465500475,-0.104824738202692,0.0903186638009358,-0.0772050891927813,-0.0288300982704805,-0.218289491670124,-0.288228273381668,0.357809726915354,-0.188641404959933,0.45029920893727,-0.263661807260682,-0.0387344303482313,0.00801169970428185,-0.00235861683428661,-0.112285345025817,-0.0728423455235664,-0.177929461811928,-0.0601047557510792,0.0929747896858883,-0.179604268156974,medina,cadiz,,female,NA,,4,
PP1456,-0.0546206972719957,0.0152721566392743,0.0237860993865505,0.0681742832610007,0.0622245505435217,-0.00227224735969381,0.137980089009706,-0.0113393785097534,0.0670585559399431,0.00150828347935458,0.0401943786121393,0.0178642280077374,0.0334973517588676,0.0574515570110617,-0.0132377489768383,-0.17578465405301,0.120072941765851,-0.226869972848392,-0.238724036179283,-0.42729205023073,0.0442280963965504,-0.187316401108778,-0.494818593083639,0.152451970154934,-0.213009333521801,-0.0992717500005711,0.173723867894954,-0.0948661319449012,0.0422423014395629,0.0600269485644114,-0.162009773188444,-0.0764702726167921,almensilla,sevilla,,female,NA,,4,
PP1458,-0.016683874542784,-0.0733395744309694,-0.129840742597923,-0.0898926399852177,-0.0878912088711892,-0.0481473282435349,-0.0186055155353691,0.00150960892782006,-0.0456619659983895,-0.0141402987171337,-0.0193152574207036,-0.00500797734049425,-0.00955358482078142,-0.0548621133491077,0.0176879829604917,0.0934641638045701,0.0162044233197165,0.0668283607763896,-0.0711219039060104,-0.0140950056790252,0.0166406071500824,-0.0222435907472743,-0.0721961432002295,0.00696386154910874,0.0752895888265531,-0.0868614483017989,-0.00336457969505772,0.0406323357634214,0.0158991101974402,0.0199535622939979,0.0162221850916776,0.00747524934852838,pgenil,cordoba,,female,NA,,4,
PP1465,0.148384236898289,0.0597920159795721,-0.026964002811379,0.019057688535906,0.00431766613897078,0.000420381499599359,-0.00413590335676558,-0.00191784172217567,0.0110260650870619,0.00321863004900387,0.00704013183444377,-0.00135411221207537,0.00991473733386244,-0.00416754799995525,-0.00698275307426519,-0.00488715791901337,-0.0165100731876818,0.0120020611281057,-0.0145190602398122,-0.0163904519642179,-0.0249254708377915,0.0132882824673645,0.0191111812383325,-0.0112580354801151,0.0126080110603111,0.0100930258022073,0.0227492204691792,-0.013039325511317,-0.00477580049220729,0.0063534287152882,-0.0398021760041024,0.00936974710786628,hampa,sevilla,urbano,female,NA,,4,
PP1480,-0.0192691814559956,-0.0184665488636518,0.022879958813933,0.0157046578128079,0.0632887384252422,-0.100059746707592,0.0327576121374406,-0.0211993990249811,-0.120614912558136,-0.040409802604987,-0.0486656390863344,0.0152432438074273,0.00858016038791429,0.00530262314267556,0.0129269604110139,0.0179538240112614,-0.0229572132269442,0.0542218295393884,0.0123235762556314,-0.0345366482518911,-0.0183387987616384,-0.0219348757931574,0.0313202503756062,0.0468419318196185,0.0803864661906278,0.0339413083162243,-0.0173579297374299,0.0534110901014837,-0.143395870660496,0.0281633721505848,-0.000126866849220306,0.012908584498954,campillos,malaga,natural,female,NA,,4,
PP1487,-0.0125034722287641,-0.0175573699078316,0.0372189782372287,0.0127325986529991,0.0594323002064949,-0.102748193675247,0.0191595252523702,-0.0260051323000663,-0.142839313732114,-0.0400383935781799,-0.0348555529511695,0.00924844748457855,0.00966842243815941,-0.0207178310428849,0.0576520759717107,-0.0176366128806527,0.0114010900234876,0.0685449709080578,-0.00031730036180787,-0.00704472859778704,-0.0472982634472047,-0.0215521901503004,0.0267045360582222,0.0396303423426931,0.0513242432976667,0.0241991285795249,-0.0115911866698139,0.00934988142241333,-0.0513673009358002,0.0710543311632079,0.022726218938318,-0.00551232325286639,campillos,malaga,natural,female,NA,,4,
PP1490,-0.0232109610800912,-0.0888602451499696,-0.164605902771755,-0.081726683870459,-0.105477817798888,0.0677548016195499,-0.0652128413234281,0.0952254980590509,-0.0903263114911138,0.00312144876925564,-0.0488426651936563,0.0642603133418249,-0.0482026591257713,-0.0614631841828532,0.0207375010994325,0.0933589348073467,0.000535493796658021,-0.0496701908473834,-0.0322349664406076,-0.0820967296914287,0.0619967078818462,0.046772941878922,-0.0232095202530972,0.0211425075184716,0.0159911325280303,0.0485282003686219,-0.0921629384120856,0.0138948465666375,-0.0687677546462265,-0.0182192145459767,-0.03438143315221,0.163955413473586,medina,cadiz,,female,NA,,4,
PP1493,0.0238036251287245,0.0267658749819529,-0.00300744790152771,0.0563574794297196,0.0381933062110799,-0.0810515952740885,-0.0249295762260677,-0.0198037591015415,0.0383536149875029,0.00274799209890989,0.0698754058106756,-0.016762770069526,-0.00211635283845724,-0.0250996497818463,-0.0656971799145041,0.0887446664501008,-0.0243556863002988,-0.00360100153514975,0.0553708068992162,0.0485764986795854,-0.101776057079486,-0.0833504047787522,-0.122844429453109,-0.0218051198172609,0.0861968995259813,0.0465335455466282,-0.101136879072339,0.0302866660874151,0.034769970246126,-0.00884357063409976,-0.0681411893090936,0.00181519449581762,canada,sevilla,,female,NA,,4,
PP1495,-0.0387374775442478,0.0230507299972341,0.0622392721231275,0.0252434471847104,0.0261397056146223,0.151942385555517,0.173154951947689,-0.0207691697386155,-0.0237518191080828,-0.04930009589699,0.0205134214249105,0.0420096522881983,0.00246564568901334,-0.0295283975326956,-0.0543596798872932,-0.129689496950485,0.0439198898734018,-0.0558646813963059,-0.0291693588386285,0.0377195610168751,-0.0248605613327158,0.0809274884718763,0.0328822953169434,-0.0231565611040368,0.0366928301252778,-0.0588962023109621,0.137887647312103,0.0345454472259094,-0.0895268994302048,-0.0488807179236543,0.179296417185729,-0.0616978662311784,granjaescuela,huelva,urbano,male,3,2,1,10
PP1506,0.0060729081145345,-0.0207181016103895,-0.054666204898114,-0.0584430600079986,-0.0202540434074733,-0.147622211809566,-0.064762126970827,-0.036428579129788,0.0336208152102644,0.00240580218583842,0.0423254211562145,-0.0282001114320575,0.00589994176922668,-0.071304131587994,-0.0833399284317077,-2.53656289561088e-05,0.0204934348620366,-0.000867233974604988,0.0407591238839515,-0.0347601353346758,-0.103246385336801,-0.0271232475425431,-0.0629971947408974,-0.0371534244325847,0.0642607993146841,0.0629295329964038,-0.0803065233874007,0.0291253581128179,0.0439119507295825,-0.0258361785399683,-0.0397101752518784,-0.0411201158993324,canada,sevilla,,female,NA,,4,
PP1519,-0.0359328268424016,-0.044248400717093,-0.0929096520257605,-0.0406762284169308,-0.032935307679455,0.0207152226155458,-0.0582876321696335,0.000476587736218674,0.0480066744223958,-0.00166787586268569,-0.0433535201790202,-0.0260680662695211,0.0345680356156867,0.0127800885269239,0.00150965466276686,-0.115104405941653,-0.171587008615968,0.0538377107128796,-0.0922823402048082,0.0892531375929444,0.0648838464011764,-0.0820265866198654,-0.0495139569478333,0.105900136781918,-0.0152546375355828,0.0322440800858507,-0.0378863559801839,-0.027931469446274,0.0745555650533086,-0.109047367868673,0.024930127926192,-0.0084880560728528,edarmo,huelva,urbano,female,NA,,4,
PP1526,0.015802677055655,-0.0114702536867248,0.008411737012946,0.0116081844817262,0.00574639918408888,0.0037396677649218,-0.00196574644606507,0.00129573745571508,-0.00110876098038382,-0.00204302012717732,0.000170074475235999,0.000153979574522468,-0.00392655929837799,-0.00028558051174471,-0.000345632267246451,0.00447747364654601,-0.000412122683936387,-0.00253245429317419,0.00278503634013455,0.0013014394034875,-0.0025337305931232,0.000681352863171188,0.00152453813358084,-0.00156535574713674,0.00356199594982319,0.00340328175170099,-0.00349759168708482,0.000726016414665949,0.00538200703929957,-0.0032572278362564,-0.00345763170248874,0.00312795244189777,palomares,sevilla,urbano,female,2,2,NA,1
PP1533,-0.130522641742527,0.202792095851274,0.0224555618390092,-0.0675785834883953,0.0530415398500755,-0.0441578047619385,-0.204687428729606,0.192332254700622,0.00903699845092244,0.211959131096043,-0.0120089144696447,0.301415667406169,0.0575003521837086,0.0736906068662141,-0.194413899572069,-0.106302345350529,-0.0428958273303462,0.282375929033004,0.479672810687834,-0.349985638700117,0.18368351941624,0.110629151276682,-0.0574193097468379,0.039533130496423,0.0527274735537732,-0.156926840793363,-0.0102014263574502,-0.146688413804731,-0.0487423113161705,-0.0367744978104481,0.125810132072095,-0.140750970265775,medina,cadiz,,female,NA,,4,
PP1544,0.0933821603155894,-0.0223885775943905,0.0720579419248293,0.0148829810865869,0.006861611961563,-0.00307147151284708,-0.013015498075439,0.0076061775104749,0.00781633819127845,0.00370549353660838,0.019674542125336,-0.00612184562847532,-0.0114289661634932,0.00135187761987474,-0.0276271032993097,0.0554753005018893,-0.0264241972739758,-0.031904648462583,0.0476230154652137,0.0207562309470726,-0.0499883976615629,0.00331962942591349,-0.00370345737734155,-0.00622318077672504,-0.0303001119271155,0.0278984903660536,-0.00630165981451308,-0.0496414845893886,0.0528142840793627,0.0440483924838557,-0.00643594598645926,0.0160406502375877,bollullos,sevilla,,female,NA,,4,
PP1547,-0.0464826794491384,-0.0060076053428406,0.0307166178200762,0.0747081713179953,0.0941919197039252,-0.022630233734258,-0.0265199615065331,-0.0172765500989321,0.0335225482854702,-0.00226163313072364,0.0432429091825415,-0.016305132270439,0.0567251741716053,0.00995045815138017,-0.0501324563126028,0.082251301174091,-0.133917851228054,-0.120036573626091,0.0948143921779874,0.0645241033702517,-0.214098882055214,-0.00962884977275955,0.000876121169292843,0.00854088942809851,-0.158723078161007,0.135781834940805,-0.0116096035279701,-0.14609253840792,0.105732679354999,0.270841620050239,0.0620777235490892,-0.0577654797669861,bollullos,sevilla,,female,NA,,4,
PP1549,-0.0424689025234438,0.00770466486410774,-0.0245504814084458,0.0461830191365386,0.0930546996951929,-0.05639046749995,-0.0455730463097427,-0.0192384470854437,0.0367604065160327,0.0107277581768875,0.0580376783590336,-0.0230578841845001,0.0676626579452953,-0.0164201006216156,-0.0470825087506761,-0.0705582021306622,-0.0263717910702799,0.0636055715191683,-0.076816715154912,-0.0780281530688238,-0.108901458853268,0.0604098648970101,0.106241396840357,-0.0656391319308663,0.0343741259513314,0.0447266329371754,0.175452004094356,-0.063018747157049,-0.058817913916461,0.00842329738838061,-0.164353177204774,-0.00309487855960891,hampa,sevilla,urbano,female,NA,,4,
PP1552,-0.0166562369162592,-0.0123472946369521,0.0366978103038581,0.052045207746192,0.0785880696269523,-0.124171703149654,0.00931000258201408,-0.03937657336172,-0.16020102410407,-0.0634173680477909,-0.150684131041725,0.0224614716442797,-0.0370346584186645,-0.0238277248990129,0.0586133525094487,-0.0100472496834904,-0.0368508235242089,0.0706785374309228,-0.00779835203743087,-0.039615796505514,-0.0337875896419475,-0.0530015368955051,0.0317222156296799,0.153361670821181,0.100094141748809,0.115221820116227,-0.0563799555011689,-0.0362611337036329,-0.124710466096978,0.16338030986265,0.0190263513692103,0.00200410485697829,campillos,malaga,natural,female,NA,,4,
PP1566,0.0660020161688296,-0.0102216861199461,0.046438730602944,-0.0155374302720986,0.0469130104376301,0.0158868720754034,-0.0332009988647573,0.0123499501685009,0.0129358152341402,0.000455348195759693,0.0258251208812189,-0.0118705955964596,-0.0127889748286222,-0.00436751718336041,-0.0180431360663965,0.0248394471367931,0.00318723281713383,-0.0210374596363211,-0.00973662678879826,0.00385747249183927,0.0141509758236441,-0.00690892123285654,0.00448021645809208,0.0173348475159355,-0.00634360014796025,0.00214668169906961,0.00668092200499255,-0.00451956055593309,0.0149098744440163,-0.0314386879874013,0.0253399993159467,-0.0311944186621331,canada,sevilla,,female,NA,,4,
PP1575,-0.0342828007394082,-0.0207597767144623,0.0161373155331547,0.0677552315095066,0.0686450083552592,0.104879416856825,0.103135064029103,-0.00855188028184151,0.0359718326104828,-0.00291404288080447,-0.107769349798969,0.0040344002147549,0.000367663459852557,-0.0227640203907192,0.0157748765376954,-0.163873529415187,-0.154139389203401,-0.030275365145877,0.00517557365689173,0.0062160324898965,0.109834530621043,-0.0527402730294436,-0.0292622048751631,0.139442773606539,-0.000914688305778294,0.0688940045920367,-0.0517265100914963,0.00588889619670057,0.0431359427361557,-0.0655716948370969,0.0302593006568194,0.0924366066443122,edarmo,huelva,urbano,female,NA,,4,
PP1578,-0.011921575079365,-0.0507737091989669,0.0235423601440074,0.0541446045005057,0.0898217608669094,0.0122881115621533,-0.027013048681702,0.037806248478876,-0.152909034826325,-0.0562559099861505,0.00574630481282091,-0.00310760216381062,-0.0156201124544617,-0.0578683142088888,-0.0608237726084513,0.152697645850663,-0.0309050656728427,0.051309226863602,-0.079692761808014,-0.0570193141035854,0.0421076149404867,0.0582024458771661,0.135077896685068,0.145083679143998,-0.0406964531586933,-0.137237330623162,0.0168317874486406,0.0471414833020102,-0.0739977041636084,-0.00649812600278015,0.0236544529212561,-0.0702136899588041,pgenil,cordoba,,female,NA,,4,
PP1582,-0.0429967878568995,-0.00197680971687271,-0.0708501011694762,-0.041754883201419,-0.0591553661867483,-0.0391350235662738,0.0363591551673411,-0.00813773597756085,0.0231029340363914,-0.00391391912320815,0.0333390648406428,-0.0335856896030051,-0.100199370256724,-0.0652162865316281,0.0702108464826806,-0.0490419862869781,0.0251010304080381,-0.00695333340571568,0.0154132079736189,-0.0193078337634573,-0.0219851501765971,0.0159501020097036,-0.0408631525974084,-0.0830778955483211,-0.0352769265725449,0.0466275627289616,-0.0265011417279913,-0.0162190700039141,0.0345796613838913,0.0112743145150279,0.00667267224484416,-0.0185337709191178,almensilla,sevilla,,female,NA,,4,
PP1587,-0.0208616572063661,0.0139813063665951,0.0337849381329733,0.0112619903922718,0.0458901164621362,-0.0423753210078809,0.0134643612127456,0.0580550159673094,-0.0579814502164457,0.0148261506224171,-0.024954966092432,-0.137649798057922,0.0214865586596627,0.0420141744901573,-0.00284985926325902,0.100001485098021,-0.0410777233670298,0.0383312665094806,0.0360550797543796,0.0228006993578229,0.0500752185992954,-0.0102395844626277,-0.0500435258568904,0.0492921160397079,-0.00989061770019524,0.0448105676827023,0.0370134793886057,0.101431554374729,-0.0484603864896754,-0.0233808696653625,-0.0196697106330955,0.0373709056057498,benalup,cadiz,natural,female,NA,,4,
PP1592,-0.0382292704270343,0.0259163063103528,-0.0401962975461904,0.123942996147749,0.15492993203328,-0.13869567572213,-0.101433419885244,-0.0122813044062172,0.250130341813808,-0.00144260153820542,0.311837285372463,-0.183567665148501,-0.532274088213403,-0.0273228505376495,0.483253499764684,-0.149762632589905,-0.0739144628907854,0.104426240757946,0.0866277028267189,-0.0643993952531922,0.0771833322861639,0.11833479742887,0.0241891957505737,0.058007519553652,0.0179490358711589,-0.0483035907477504,-0.0275777276040963,0.0368054651159656,-0.115154109915218,-0.0345116386777442,-0.0153845097707824,-0.00289609578801871,almensilla,sevilla,,female,NA,,4,
PP1606,-0.0331208001175906,0.00448758324331157,-0.0453484297707638,-0.0569239163425667,-0.0509004172315854,-0.00183964680879957,0.0440191157309431,0.00438004181179243,-0.0414899756978882,-0.00373090191038349,-0.00971252777252248,0.00803436535532477,-0.0344432862879266,-0.015738707432669,0.0106280035645041,-0.0251530193942357,0.0173285848690688,0.0119920038034902,-0.00608160602688995,-0.0274728436815437,0.00100858058515501,0.0155537369785669,-0.0268643792123687,0.00374242332739998,0.0261265152618949,0.0321608642287829,0.00193748787100073,0.0166608109731212,0.00650829832625,0.01364379385756,0.0193642874052677,0.0256618691344867,vejer,cadiz,,female,1,1,NA,1
PP1608,-0.040786526708089,0.012966311867376,0.0118059925171861,0.0082612237687698,0.0033180643437686,0.0130257687882831,0.0270813478585708,-0.00758925496719554,-0.00240740487899425,-0.0060562134184281,0.0042147538512983,0.00589037252756601,0.000540852852300666,-0.00587437259854318,-0.00855446002663209,-0.0187895020809815,0.00559872566269978,-0.00110510594630703,-0.00586391637425905,0.00117698603098103,-0.00611001420618071,0.0081541346445451,0.0003180130425724,-0.00486796967145861,0.00675729526875227,-0.00662140850832995,0.00390742413914682,0.00327590181900586,-0.00366349328040525,-0.00506044507552369,0.0131780215218991,-0.00306464663047325,granjaescuela,huelva,urbano,male,3,2,1,10
PP1618,0.0619533138901874,-0.0156959730320114,0.0256729062228166,0.00575647768585562,0.0244595061618116,0.000429654271589803,-0.0135569472563822,-0.000604701921733008,0.01909232001537,0.004724251272991,0.0331923231127103,-0.0149855430808073,-0.0380970411537364,-0.015446406538516,0.0371632524992701,0.0153214130676125,-0.0105710252272666,0.0107882395866973,0.026502335220781,-0.000576797932706794,-0.0215813554362059,0.00781400238537049,-0.00515454841174599,-0.0110245589436056,-0.00554287603372374,0.0188588887655929,-0.0126951379278625,-0.0101727345047427,0.0170136603456791,0.0222844796141657,0.00778578899078621,0.0133258372109603,almensilla,sevilla,,female,NA,,4,
PP1620,-0.0128013428776375,-0.00916210541336497,0.0037560666237617,0.00616458248783297,0.00517187515195223,0.0108589194706573,0.0143887906817148,0.00172435386238807,-0.0168326167774992,-0.00428700845529818,-0.00326936690349412,0.00264103954644194,-0.00707867653253252,-0.00563315409621838,0.00164547397485459,-0.00208667805028073,0.00434042176990859,-0.00400333475189432,0.000214659325326128,-0.00806322696387164,0.00235721653742593,0.00192074613998931,0.000276229225653602,-0.00180726363342812,0.0016926579193561,-3.22006869770172e-06,0.000870593393144495,-0.000147864965096665,-0.00327087505853016,-0.00165259297678943,0.00527850887304204,0.00350478389715576,fpiedra,malaga,,female,1,2,NA,1
PP1629,-0.0090541245927376,-0.0166503136200602,0.0596952776606216,0.144081074439163,-0.177227669923808,-0.0226065231978019,-0.0478605918414297,0.00527927926872297,-0.00829106332011094,0.0322941698317043,-0.00314679818502183,-0.00948785765824717,0.0132558482733299,0.012493902870676,0.00978635390544385,-0.0170180462176424,-0.00426676625147467,-0.000135959087303871,-0.00995230410377616,0.000861664216831623,0.0113416934804122,0.000487028791180181,0.00669325114349381,0.0048726402989436,0.00678305776641707,-0.0039808832095375,0.0052183614589961,0.000502861510044754,-0.00682261849987171,0.0132980398579615,0.00149234364193487,-0.00825515659722373,alamillo,sevilla,urbano,female,2,2,NA,1
PP1636,-0.0274890423894366,-0.0144719047229997,0.0404128455642787,0.0743476794845322,0.0802625356379014,-0.136169184452459,-0.0546657573699654,-0.0148283502205643,-0.140945427685926,-0.0550793012045628,0.0117337454698754,0.00874444118886287,0.0169294372648739,0.140493398630172,-0.0324945470233171,0.00244870595572889,0.115651801851336,0.0214228502307802,-0.0107582137928002,0.183115164090722,0.105585514312363,-0.019349673486444,-0.0710659558206811,-0.166631188136454,-0.104209242426527,-0.109966116982581,0.0207340293211075,-0.0661335968636447,0.0247801129097694,-0.456223917748327,-0.185397144574907,0.425694835262452,fpiedra,malaga,,female,NA,,4,
